~/work/memorability/data/paris/HIpC76yzfc9nBIZEAVgsQw_zoom_4.jpg,./results/pairwises/p_1_front_new_HIpC76yzfc9nBIZEAVgsQw.jpg,0,8,90,500,1500
~/work/memorability/data/paris/znzJTgJ7E0Hq5qPmt86DUQ_zoom_4.jpg,./results/pairwises/p_2_front_new_znzJTgJ7E0Hq5qPmt86DUQ.jpg,0,8,90,500,1500
~/work/memorability/data/paris/CKuLknDN0pzl3w0wGxpihQ_zoom_4.jpg,./results/pairwises/p_3_front_new_CKuLknDN0pzl3w0wGxpihQ.jpg,0,8,90,500,1500
~/work/memorability/data/paris/HNGIvEdH24BYePn9tpNfGA_zoom_4.jpg,./results/pairwises/p_4_front_new_HNGIvEdH24BYePn9tpNfGA.jpg,0,8,90,500,1500
~/work/memorability/data/paris/8IDC5qeSAxiXGww_7gUdAQ_zoom_4.jpg,./results/pairwises/p_5_front_new_8IDC5qeSAxiXGww_7gUdAQ.jpg,0,8,90,500,1500
~/work/memorability/data/paris/e2Etf4pJH6Af9JQDVzIWUw_zoom_4.jpg,./results/pairwises/p_6_front_new_e2Etf4pJH6Af9JQDVzIWUw.jpg,0,8,90,500,1500
~/work/memorability/data/paris/MvYqP_cMhGEHdGr6HTf4xg_zoom_4.jpg,./results/pairwises/p_7_front_new_MvYqP_cMhGEHdGr6HTf4xg.jpg,0,8,90,500,1500
~/work/memorability/data/paris/6iV4Fr43wdUas64J5AYEww_zoom_4.jpg,./results/pairwises/p_8_front_new_6iV4Fr43wdUas64J5AYEww.jpg,0,8,90,500,1500
~/work/memorability/data/paris/9E5YwW8UuKCqE2DgC7l9Zg_zoom_4.jpg,./results/pairwises/p_9_front_new_9E5YwW8UuKCqE2DgC7l9Zg.jpg,0,8,90,500,1500
~/work/memorability/data/paris/ruFZhAfDtIszHIZs5p2McA_zoom_4.jpg,./results/pairwises/p_10_front_new_ruFZhAfDtIszHIZs5p2McA.jpg,0,8,90,500,1500
~/work/memorability/data/paris/L9MIVeM5UVCWKPAffNplLg_zoom_4.jpg,./results/pairwises/p_11_front_new_L9MIVeM5UVCWKPAffNplLg.jpg,0,8,90,500,1500
~/work/memorability/data/paris/8Rf2AAmZtyOLRIkt9tAshg_zoom_4.jpg,./results/pairwises/p_12_front_new_8Rf2AAmZtyOLRIkt9tAshg.jpg,0,8,90,500,1500
~/work/memorability/data/paris/1VTFZmQbctwNVYwC8vqqhw_zoom_4.jpg,./results/pairwises/p_13_front_new_1VTFZmQbctwNVYwC8vqqhw.jpg,0,8,90,500,1500
~/work/memorability/data/paris/byxk6uAnXbxwlmNtc2zQIg_zoom_4.jpg,./results/pairwises/p_14_front_new_byxk6uAnXbxwlmNtc2zQIg.jpg,0,8,90,500,1500
~/work/memorability/data/paris/bStqYcJcZCxcPE27YVGU5A_zoom_4.jpg,./results/pairwises/p_15_front_new_bStqYcJcZCxcPE27YVGU5A.jpg,0,8,90,500,1500
~/work/memorability/data/paris/JclFiONoNUrZutKAWUutug_zoom_4.jpg,./results/pairwises/p_16_front_new_JclFiONoNUrZutKAWUutug.jpg,0,8,90,500,1500
~/work/memorability/data/paris/ecDYnQEe17dA5xJT6gxtYQ_zoom_4.jpg,./results/pairwises/p_17_front_new_ecDYnQEe17dA5xJT6gxtYQ.jpg,0,8,90,500,1500
~/work/memorability/data/paris/xMfoTc05TEOTjLF7UXVR2w_zoom_4.jpg,./results/pairwises/p_18_front_new_xMfoTc05TEOTjLF7UXVR2w.jpg,0,8,90,500,1500
~/work/memorability/data/paris/1nl7u1Mho2X3C9qf78Yw8w_zoom_4.jpg,./results/pairwises/p_19_front_new_1nl7u1Mho2X3C9qf78Yw8w.jpg,0,8,90,500,1500
~/work/memorability/data/paris/Sg35p7sXFTan4RFsftxFSQ_zoom_4.jpg,./results/pairwises/p_20_front_new_Sg35p7sXFTan4RFsftxFSQ.jpg,0,8,90,500,1500
~/work/memorability/data/paris/L_EFdWSGWjFP3FNi30bjbQ_zoom_4.jpg,./results/pairwises/p_21_front_new_L_EFdWSGWjFP3FNi30bjbQ.jpg,0,8,90,500,1500
